model,dataset,demographics,iteration,auc
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,3,0,0.21329195067216264
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,1,9,0.36408485596135226
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Unknown,4,0.30494173074569014
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,3,2,0.3944727316570044
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Unknown,5,0.2559791190112266
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,4,9,0.2956465688899107
Qwen3-Embedding-0.6B__prompt-cluster,rai,Kvinde,0,0.14153560989208383
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Kvinde,7,0.177009581552803
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,3,1,0.3989318121070278
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,11,0,0.33152338127177566
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,2,0.20385282201548616
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,2,8,0.1964541155472008
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,2,2,0.2137391293032414
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,11,0,0.34950185309020765
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,4,0.2954480823798573
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,2,1,0.379049060627966
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,11,1,0.35399463992483493
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,3,4,0.2562191501700045
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,2,2,0.34175210717256427
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,1,8,0.41332239492141604
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,1,9,0.316090110590714
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,3,4,0.45218588179553526
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,9,0.16202631744032986
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Unknown,1,0.3250138938985639
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,4,1,0.3720779837915395
multilingual-e5-large-instruct__prompt-meaning,welfare,1,0,0.44033502276277003
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,4,0.19203316565260248
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,3,2,0.2132795201798136
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,1,6,0.34668241772376485
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,2,9,0.2060126552282966
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,3,0.4484130628817344
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Mand,0,0.10073631362937609
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Kvinde,4,0.347932164349104
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,5,0.4450514596516606
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Kvinde,8,0.32843109201730913
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Unknown,5,0.40224466194799313
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,11,0,0.21479929909246911
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,1,1,0.25979391785187955
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,4,9,0.1727191451540579
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,2,0.41455544840177894
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,9,0.4135749339429823
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,0,0.19009216429627152
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,2,2,0.3166011593987591
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,1,0.2728489083040119
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,2,2,0.31998723250104927
multilingual-e5-large-instruct__prompt-grouping,rai,Kvinde,8,0.37195382166878715
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,7,0.28574454835140717
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Kvinde,3,0.14533821630079732
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,0,0.2966077063017356
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Mand,2,0.21073042324757899
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,0,0.3720264791598256
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Mand,2,0.33039321497518465
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Mand,2,0.23937627857290428
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,1,0.25049002356767813
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,3,2,0.31305860645833594
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Mand,8,0.10779566978872644
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,11,0,0.3495537118574861
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,4,7,0.3884161025177909
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,3,9,0.1867036846694727
Qwen3-Embedding-0.6B__prompt-cluster,welfare,11,5,0.2661147633845129
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,1,0.2534430245635305
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,2,3,0.3286217596906743
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,3,4,0.39066063344707774
multilingual-e5-large-instruct__prompt-cluster,welfare,3,7,0.4585237806668535
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,4,2,0.2672678159583946
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,4,0,0.16423118119828573
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,2,7,0.3226930628185417
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,2,8,0.299102345552389
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Mand,2,0.21551400352365999
multilingual-e5-large-instruct__prompt-topic,welfare,4,9,0.49947383829689557
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Unknown,9,0.2745412887705394
multilingual-e5-large-instruct__prompt-similarity,welfare,2,3,0.4260710520820844
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,11,2,0.4277115228024253
Qwen3-Embedding-0.6B__prompt-grouping,welfare,11,6,0.2603118141888964
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Kvinde,6,0.20636169999877535
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,2,5,0.24456207370614735
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Mand,7,0.11626760468175665
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,8,0.35402775569198275
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,3,0.139975184761103
Qwen3-Embedding-0.6B__prompt-similarity,rai,Unknown,1,0.25802464806427206
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,6,0.18605792082968126
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,5,0.24022320275663786
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Unknown,2,0.3026806699468768
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,1,1,0.22629998981411908
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,11,1,0.19749351926909353
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,1,3,0.25903180433682893
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,1,0,0.2562832493031394
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,1,7,0.24266942601339736
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,4,2,0.1747962267015999
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,2,0.40449313779092194
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-rai,rai,Unknown,6,0.24351553422389463
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,6,0.36036444529072237
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,3,9,0.1975890488638126
multilingual-e5-large-instruct__prompt-grouping,welfare,2,2,0.439808823226301
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Mand,4,0.3289457699612439
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,5,0.2131609646262535
Qwen3-Embedding-0.6B__prompt-cluster,rai,Kvinde,2,0.14146471038130917
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,1,3,0.2670353008320869
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Kvinde,4,0.20282413532520993
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,1,4,0.37103612893068927
multilingual-e5-large-instruct__prompt-similarity,welfare,4,9,0.3714348890422596
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,2,0,0.3922249924210529
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,7,0.35144215303406157
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Kvinde,7,0.24362688062223892
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,4,0.26892570109589387
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Unknown,6,0.171900327269132
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,3,3,0.18938902164640045
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,1,6,0.30831773653157757
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,0,0.16122626487091632
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Mand,1,0.25492391569530576
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Mand,5,0.23838401520228975
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,2,1,0.21054942435877622
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,3,0.3127400619367039
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Kvinde,6,0.2100554662092272
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,3,9,0.40940605915652756
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,2,1,0.3789945476705535
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,4,0.45395494458643104
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,2,5,0.41719494264855955
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,1,5,0.2900982181064401
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,9,0.47448180921748884
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,3,0.309226964221146
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,8,0.20030351004454064
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,5,0.4457382080194793
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,4,2,0.2774708714649537
multilingual-e5-large-instruct__prompt-cluster,rai,Kvinde,4,0.3671174983247161
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,1,1,0.2919088540752751
multilingual-e5-large-instruct__prompt-meaning,welfare,11,5,0.41124400736181305
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Mand,3,0.23502055861429916
multilingual-e5-large-instruct__prompt-meaning,welfare,11,4,0.3929200110001301
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Unknown,5,0.27256017365387786
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,6,0.2512479620216584
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,3,8,0.37895746646093015
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,2,3,0.30582218823448665
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,6,0.2552184199796994
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,4,4,0.3861051189749666
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,3,3,0.20888304853094594
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,4,3,0.33922172900214426
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Unknown,8,0.28294558973882034
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,11,3,0.37379982471069967
multilingual-e5-large-instruct__prompt-cluster,welfare,1,0,0.4854623835934025
Qwen3-Embedding-0.6B__prompt-grouping,welfare,3,5,0.2373423864236306
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Mand,4,0.2084698302057998
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,2,4,0.30679909283213147
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,8,0.1328467293477018
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Mand,5,0.20233193421407983
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,1,3,0.35077310547703233
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Kvinde,6,0.17170859357713647
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,11,4,0.33991050878215784
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,11,2,0.19052886068780706
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,11,4,0.40998025566477664
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,3,0.22025827153727084
multilingual-e5-large-instruct__prompt-grouping,welfare,4,2,0.3848246126607304
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,3,3,0.17403696906135155
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,2,3,0.33847361356639005
multilingual-e5-large-instruct__prompt-similarity,welfare,4,1,0.3626735224494957
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Kvinde,7,0.1973753540068122
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,8,0.23510224977229113
Qwen3-Embedding-0.6B__prompt-topic,rai,Mand,2,0.16713372943235844
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,3,0.2840916692291828
multilingual-e5-large-instruct__prompt-topic,welfare,11,2,0.46562234996241847
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,4,0.300730590523881
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,4,9,0.1980754510396527
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,2,7,0.3741995218695733
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,0,0.3353000872400268
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,2,3,0.233935505470922
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,1,0.3460720189599295
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,11,3,0.22088070022920647
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,4,5,0.1807129406824913
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Mand,3,0.22677007313902575
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,3,4,0.39935105937065735
multilingual-e5-large-instruct__prompt-topic,rai,Mand,3,0.3585724979495985
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,2,4,0.19518904608256601
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,1,0,0.4807119108737122
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,3,3,0.38044935607909697
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,2,5,0.2222811730635995
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,4,7,0.32608932597157964
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Unknown,9,0.304507080661306
multilingual-e5-large-instruct__prompt-meaning,welfare,2,1,0.3937249902867314
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,2,5,0.36178669054361356
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,3,8,0.3806393839210023
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,11,6,0.3663455924637651
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Unknown,1,0.27000135233379835
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,5,0.17872488015912952
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,7,0.39893202402834926
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Unknown,0,0.289726059817079
multilingual-e5-large-instruct__prompt-cluster,rai,Kvinde,9,0.3831733916682197
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,3,1,0.3253132476383212
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,3,0.24328726530461553
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,4,0,0.3247688176590917
Qwen3-Embedding-0.6B__prompt-grouping,rai,Unknown,5,0.24389967245184543
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,8,0.18317457334370027
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,1,0,0.25374401899857046
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-rai,rai,Mand,5,0.23709791360970803
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Kvinde,4,0.1928611661797391
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Mand,4,0.24683892714221103
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Mand,7,0.2118196380722979
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,1,0.29584798850239763
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,11,3,0.2625996178012201
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,2,2,0.31273934001376746
Qwen3-Embedding-0.6B__prompt-cluster,welfare,4,1,0.17227927168198198
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Kvinde,9,0.14434490947439413
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,11,7,0.3533362726869299
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,4,1,0.20742808353879863
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,2,0.3725809194628054
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,1,0,0.3420029485328912
multilingual-e5-large-instruct__prompt-topic,rai,Mand,0,0.3598628713513137
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Mand,8,0.3354858409630335
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,4,1,0.19260364801784868
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,4,0.28569595276487186
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,8,0.12270971272703755
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,5,0.29449881707058917
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,1,0,0.33009422668814553
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Mand,6,0.22965640981095928
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,1,0,0.43424601129627305
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,2,2,0.2043413706318142
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,1,0.14056748575991534
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,2,7,0.2586439185130267
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,2,0.27959199791080724
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,3,0.4086134287696317
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Unknown,9,0.2937194648132836
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,2,7,0.40955426762706676
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Unknown,4,0.2492597579263238
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Kvinde,4,0.22592914491381402
multilingual-e5-large-instruct__prompt-grouping,welfare,1,3,0.44731487433495426
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Unknown,4,0.24177475335435408
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,2,6,0.25541486199498903
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Kvinde,2,0.14948076526121282
multilingual-e5-large-instruct__prompt-meaning,welfare,4,5,0.35065156663947
Qwen3-Embedding-0.6B__prompt-grouping,rai,Kvinde,7,0.14213481760373808
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,2,9,0.4122965304375041
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,9,0.1911693752404425
Qwen3-Embedding-0.6B__prompt-grouping,welfare,1,9,0.31800676079803447
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,11,2,0.21450392702522963
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Kvinde,5,0.3299094367241228
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Mand,4,0.20084982426112039
multilingual-e5-large-instruct__prompt-meaning,welfare,1,7,0.4390614106641957
Qwen3-Embedding-0.6B__prompt-similarity,welfare,1,8,0.29301545257145817
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Mand,2,0.2117488347787145
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Unknown,4,0.3888431337627715
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,2,0,0.22161830450974956
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,0,0.12666637633795994
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Mand,0,0.24396783002786976
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Unknown,2,0.2891829985860655
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Mand,4,0.24642640761905205
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,1,9,0.3568006402227197
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,4,8,0.20230916098428234
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,4,9,0.38113633227191795
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,3,1,0.1933127306289516
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,11,6,0.21300880115818469
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,11,6,0.33693515853470213
Qwen3-Embedding-0.6B__prompt-meaning,rai,Kvinde,5,0.14507766292733637
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,5,0.2741127578853156
multilingual-e5-large-instruct__prompt-similarity,welfare,3,1,0.42809631880982385
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Mand,9,0.16598352330192157
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,2,0,0.3175686143287373
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Mand,1,0.31756118078475337
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,1,0.3548147894204986
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,11,6,0.46333447199710376
